title,fork,stars,watch,recent_time,writer,url
You-Dont-Know-JS,"33,224","176,124","5,898","Dec 27, 2023, 5:46 AM GMT+9",getify,https://github.com/getify/You-Dont-Know-JS
javascript,"26,140","141,613","3,780","Apr 8, 2024, 3:18 AM GMT+9",airbnb,https://github.com/airbnb/javascript
nodebestpractices,"9,787","96,236","1,906","Mar 7, 2024, 1:18 AM GMT+9",goldbergyoni,https://github.com/goldbergyoni/nodebestpractices
webpack,"8,714","64,152","1,483","Apr 17, 2024, 6:56 PM GMT+9",webpack,https://github.com/webpack/webpack
33-js-concepts,"8,645","61,789","1,201","Apr 8, 2024, 10:57 PM GMT+9",leonardomso,https://github.com/leonardomso/33-js-concepts
parcel,"2,257","43,097",459,"Apr 18, 2024, 2:50 AM GMT+9",parcel-bundler,https://github.com/parcel-bundler/parcel
babel,"5,573","42,894",812,"Apr 18, 2024, 8:52 PM GMT+9",babel,https://github.com/babel/babel
standard,"2,313","28,856",473,"Jan 23, 2024, 6:16 PM GMT+9",standard,https://github.com/standard/standard
modern-js-cheatsheet,"3,115","25,095",637,"May 24, 2023, 5:32 PM GMT+9",mbeaudru,https://github.com/mbeaudru/modern-js-cheatsheet
core-js,"1,609","23,815",254,"Apr 18, 2024, 4:54 AM GMT+9",zloirock,https://github.com/zloirock/core-js
k6,"1,176","23,300",326,"Apr 16, 2024, 5:49 PM GMT+9",grafana,https://github.com/grafana/k6
react-redux-links,"2,503","22,511",736,"Feb 1, 2022, 12:58 PM GMT+9",markerikson,https://github.com/markerikson/react-redux-links
mojs,893,"18,252",394,"Mar 14, 2024, 3:15 AM GMT+9",mojs,https://github.com/mojs/mojs
draggable,"1,070","17,477",603,"Mar 13, 2024, 4:19 AM GMT+9",Shopify,https://github.com/Shopify/draggable
electron-vue,"1,543","15,443",251,"Apr 21, 2021, 11:20 PM GMT+9",SimulatedGREG,https://github.com/SimulatedGREG/electron-vue
technology-talk,"3,765","13,922",845,"Sep 3, 2023, 12:49 PM GMT+9",aalansehaiyang,https://github.com/aalansehaiyang/technology-talk
x-spreadsheet,"1,645","13,754",253,"Aug 15, 2023, 10:47 AM GMT+9",myliang,https://github.com/myliang/x-spreadsheet
wp-calypso,"1,972","12,356",490,"Apr 19, 2024, 12:28 AM GMT+9",Automattic,https://github.com/Automattic/wp-calypso
vuestic-admin,"1,649","10,103",265,"Feb 22, 2024, 2:46 AM GMT+9",epicmaxco,https://github.com/epicmaxco/vuestic-admin
madge,307,"8,478",53,"Apr 8, 2024, 9:09 PM GMT+9",pahen,https://github.com/pahen/madge
