title,fork,stars,watch,recent_time,writer,url
gitignore,"83,292","157,533","3,374","Dec 19, 2022, 4:57 AM GMT+9",github,https://github.com/github/gitignore
30-seconds-of-code,"11,847","119,031","2,578","Apr 16, 2024, 4:43 AM GMT+9",Chalarangelo,https://github.com/Chalarangelo/30-seconds-of-code
devops-exercises,"13,862","63,281","1,180","Feb 2, 2024, 10:29 PM GMT+9",bregman-arie,https://github.com/bregman-arie/devops-exercises
bat,"1,153","46,331",199,"Apr 15, 2024, 3:17 PM GMT+9",sharkdp,https://github.com/sharkdp/bat
github-cheat-sheet,"5,253","45,537","1,394","Oct 15, 2023, 11:26 PM GMT+9",tiimgreen,https://github.com/tiimgreen/github-cheat-sheet
lazygit,"1,675","45,321",275,"Apr 18, 2024, 5:14 PM GMT+9",jesseduffield,https://github.com/jesseduffield/lazygit
gogs,"4,799","44,098","1,022","Apr 15, 2024, 11:36 PM GMT+9",gogs,https://github.com/gogs/gogs
gitea,"5,166","41,769",499,"Apr 18, 2024, 8:22 PM GMT+9",go-gitea,https://github.com/go-gitea/gitea
cli,"5,172","35,335",878,"Apr 17, 2024, 9:39 PM GMT+9",cli,https://github.com/cli/cli
Files,"2,037","31,867",383,"Apr 18, 2024, 5:09 AM GMT+9",files-community,https://github.com/files-community/Files
husky,993,"31,531",155,"Mar 12, 2024, 5:36 PM GMT+9",typicode,https://github.com/typicode/husky
gitness,"2,749","31,381",552,"Apr 18, 2024, 9:45 PM GMT+9",harness,https://github.com/harness/gitness
logseq,"1,726","29,648",211,"Apr 17, 2024, 11:42 AM GMT+9",logseq,https://github.com/logseq/logseq
gitbook,"3,778","26,331",715,"Apr 18, 2024, 9:49 PM GMT+9",GitbookIO,https://github.com/GitbookIO/gitbook
wiki,"2,567","23,426",311,"Mar 16, 2024, 2:15 PM GMT+9",requarks,https://github.com/requarks/wiki
hub,"2,183","22,682",580,"Oct 4, 2023, 9:39 PM GMT+9",mislav,https://github.com/mislav/hub
tips,"1,703","21,157",567,"May 3, 2023, 12:11 AM GMT+9",git-tips,https://github.com/git-tips/tips
delta,344,"20,596",79,"Mar 22, 2024, 8:34 PM GMT+9",dandavison,https://github.com/dandavison/delta
desktop,"9,133","19,136","1,922","Apr 18, 2024, 8:29 PM GMT+9",desktop,https://github.com/desktop/desktop
bruno,844,"18,700",57,"Apr 18, 2024, 9:22 PM GMT+9",usebruno,https://github.com/usebruno/bruno
