title,fork,stars,watch,recent_time,writer,url,img
laravel,"23,866","76,734","4,433","Apr 10, 2024, 12:50 AM GMT+9",laravel,https://github.com/laravel/laravel,https://avatars.githubusercontent.com/u/958072?s=48&v=4
framework,"10,640","31,470",994,"Apr 19, 2024, 3:21 AM GMT+9",laravel,https://github.com/laravel/framework,https://avatars.githubusercontent.com/u/958072?s=48&v=4
monica,"2,074","20,677",287,"Apr 12, 2024, 2:46 PM GMT+9",monicahq,https://github.com/monicahq/monica,https://avatars.githubusercontent.com/u/25832602?s=48&v=4
laravel-debugbar,"1,514","16,107",282,"Apr 12, 2024, 8:20 PM GMT+9",barryvdh,https://github.com/barryvdh/laravel-debugbar,https://avatars.githubusercontent.com/u/973269?s=48&v=4
koel,"1,895","15,411",329,"Jan 18, 2024, 12:48 AM GMT+9",koel,https://github.com/koel/koel,https://avatars.githubusercontent.com/u/20983373?s=48&v=4
flarum,"1,542","14,887",524,"Jan 3, 2024, 12:03 AM GMT+9",flarum,https://github.com/flarum/flarum,https://avatars.githubusercontent.com/u/5549034?s=48&v=4
filament,"2,269","13,888",127,"Apr 19, 2024, 4:32 PM GMT+9",filamentphp,https://github.com/filamentphp/filament,https://avatars.githubusercontent.com/u/64450473?s=48&v=4
laravel-ide-helper,"1,153","13,859",264,"Apr 1, 2024, 3:43 PM GMT+9",barryvdh,https://github.com/barryvdh/laravel-ide-helper,https://avatars.githubusercontent.com/u/973269?s=48&v=4
BookStack,"1,748","13,789",181,"Apr 16, 2024, 10:44 PM GMT+9",BookStackApp,https://github.com/BookStackApp/BookStack,https://avatars.githubusercontent.com/u/20912696?s=48&v=4
cachet,"1,545","13,690",289,"Mar 11, 2024, 8:20 PM GMT+9",cachethq,https://github.com/cachethq/cachet,https://avatars.githubusercontent.com/u/9951502?s=48&v=4
sage,"3,058","12,518",598,"Apr 4, 2024, 11:17 PM GMT+9",roots,https://github.com/roots/sage,https://avatars.githubusercontent.com/u/4986074?s=48&v=4
awesome-laravel,"2,354","12,254",726,"May 9, 2020, 12:02 AM GMT+9",chiraggude,https://github.com/chiraggude/awesome-laravel,https://avatars.githubusercontent.com/u/5411330?s=48&v=4
Laravel-Excel,"1,887","12,006",230,"Feb 20, 2024, 5:27 PM GMT+9",SpartnerNL,https://github.com/SpartnerNL/Laravel-Excel,https://avatars.githubusercontent.com/u/10957910?s=48&v=4
laravel-permission,"1,749","11,818",195,"Apr 19, 2024, 12:55 PM GMT+9",spatie,https://github.com/spatie/laravel-permission,https://avatars.githubusercontent.com/u/7535935?s=48&v=4
voyager,"2,667","11,660",437,"Sep 7, 2023, 7:17 AM GMT+9",thedevdojo,https://github.com/thedevdojo/voyager,https://avatars.githubusercontent.com/u/3056664?s=48&v=4
jwt-auth,"1,542","11,159",263,"Mar 15, 2024, 4:29 AM GMT+9",tymondesigns,https://github.com/tymondesigns/jwt-auth,https://avatars.githubusercontent.com/u/1801923?s=48&v=4
october,"2,211","10,971",421,"Mar 22, 2024, 10:25 AM GMT+9",octobercms,https://github.com/octobercms/october,https://avatars.githubusercontent.com/u/5554805?s=48&v=4
laravel-best-practices,"2,286","10,737",435,"Nov 10, 2023, 4:15 PM GMT+9",alexeymezenin,https://github.com/alexeymezenin/laravel-best-practices,https://avatars.githubusercontent.com/u/4699969?s=48&v=4
bagisto,"2,009","10,566",153,"Apr 18, 2024, 1:31 PM GMT+9",bagisto,https://github.com/bagisto/bagisto,https://avatars.githubusercontent.com/u/43133047?s=48&v=4
avbook,"2,027","9,296",344,"Oct 11, 2022, 7:45 PM GMT+9",guyueyingmu,https://github.com/guyueyingmu/avbook,https://avatars.githubusercontent.com/u/25521728?s=48&v=4
