title,fork,stars,watch,recent_time,writer,url,img
deno,"5,119","92,856","1,428","Apr 19, 2024, 10:43 AM GMT+9",denoland,https://github.com/denoland/deno,https://avatars.githubusercontent.com/u/42048915?s=48&v=4
rust,"11,987","92,736","1,477","Apr 19, 2024, 2:38 PM GMT+9",rust-lang,https://github.com/rust-lang/rust,https://avatars.githubusercontent.com/u/5430905?s=48&v=4
tauri,"2,259","77,109",488,"Apr 19, 2024, 12:50 PM GMT+9",tauri-apps,https://github.com/tauri-apps/tauri,https://avatars.githubusercontent.com/u/54536011?s=48&v=4
rustdesk,"6,813","62,562",438,"Apr 19, 2024, 3:35 PM GMT+9",rustdesk,https://github.com/rustdesk/rustdesk,https://avatars.githubusercontent.com/u/71636191?s=48&v=4
alacritty,"2,914","52,619",450,"Apr 19, 2024, 3:58 AM GMT+9",alacritty,https://github.com/alacritty/alacritty,https://avatars.githubusercontent.com/u/29714349?s=48&v=4
rustlings,"9,301","49,049",317,"Apr 16, 2024, 10:23 PM GMT+9",rust-lang,https://github.com/rust-lang/rustlings,https://avatars.githubusercontent.com/u/5430905?s=48&v=4
AppFlowy,"3,151","48,564",333,"Apr 18, 2024, 9:52 PM GMT+9",AppFlowy-IO,https://github.com/AppFlowy-IO/AppFlowy,https://avatars.githubusercontent.com/u/86002201?s=48&v=4
ChatGPT,"5,388","46,836",392,"Mar 11, 2024, 8:13 PM GMT+9",lencx,https://github.com/lencx/ChatGPT,https://avatars.githubusercontent.com/u/16164244?s=48&v=4
bat,"1,154","46,347",199,"Apr 15, 2024, 3:17 PM GMT+9",sharkdp,https://github.com/sharkdp/bat,https://avatars.githubusercontent.com/u/4209276?s=48&v=4
ripgrep,"1,878","44,775",296,"Apr 2, 2024, 10:10 PM GMT+9",BurntSushi,https://github.com/BurntSushi/ripgrep,https://avatars.githubusercontent.com/u/456674?s=48&v=4
meilisearch,"1,614","43,218",268,"Apr 18, 2024, 4:07 PM GMT+9",meilisearch,https://github.com/meilisearch/meilisearch,https://avatars.githubusercontent.com/u/43250847?s=48&v=4
awesome-rust,"2,539","42,690",806,"Apr 16, 2024, 5:49 PM GMT+9",rust-unofficial,https://github.com/rust-unofficial/awesome-rust,https://avatars.githubusercontent.com/u/20820960?s=48&v=4
starship,"1,751","40,648",183,"Apr 19, 2024, 1:21 PM GMT+9",starship,https://github.com/starship/starship,https://avatars.githubusercontent.com/u/49654870?s=48&v=4
vaultwarden,"1,617","32,775",230,"Apr 6, 2024, 9:42 PM GMT+9",dani-garcia,https://github.com/dani-garcia/vaultwarden,https://avatars.githubusercontent.com/u/725423?s=48&v=4
lapce,915,"32,171",180,"Apr 19, 2024, 5:59 AM GMT+9",lapce,https://github.com/lapce/lapce,https://avatars.githubusercontent.com/u/43668847?s=48&v=4
bevy,"3,135","32,133",287,"Apr 19, 2024, 8:45 AM GMT+9",bevyengine,https://github.com/bevyengine/bevy,https://avatars.githubusercontent.com/u/60047606?s=48&v=4
fd,759,"31,503",144,"Apr 15, 2024, 3:17 PM GMT+9",sharkdp,https://github.com/sharkdp/fd,https://avatars.githubusercontent.com/u/4209276?s=48&v=4
AFFiNE,"1,976","30,293",175,"Apr 19, 2024, 5:12 PM GMT+9",toeverything,https://github.com/toeverything/AFFiNE,https://avatars.githubusercontent.com/u/78728988?s=48&v=4
swc,"1,138","29,947",148,"Apr 18, 2024, 4:57 PM GMT+9",swc-project,https://github.com/swc-project/swc,https://avatars.githubusercontent.com/u/26715726?s=48&v=4
yew,"1,395","29,895",305,"Mar 14, 2024, 8:24 PM GMT+9",yewstack,https://github.com/yewstack/yew,https://avatars.githubusercontent.com/u/49116234?s=48&v=4
