title,fork,stars,watch,recent_time,writer,url,img
devops-exercises,"13,869","63,301","1,180","Feb 2, 2024, 10:29 PM GMT+9",bregman-arie,https://github.com/bregman-arie/devops-exercises,https://avatars.githubusercontent.com/u/10349437?s=48&v=4
system-design-101,"5,774","56,604",762,"Dec 27, 2023, 1:20 PM GMT+9",ByteByteGoHq,https://github.com/ByteByteGoHq/system-design-101,https://avatars.githubusercontent.com/u/120689636?s=48&v=4
localstack,"3,807","52,066",512,"Mar 29, 2024, 5:18 PM GMT+9",localstack,https://github.com/localstack/localstack,https://avatars.githubusercontent.com/u/28732122?s=48&v=4
serverless,"5,664","46,050",945,"Mar 20, 2024, 6:23 AM GMT+9",serverless,https://github.com/serverless/serverless,https://avatars.githubusercontent.com/u/13742415?s=48&v=4
data-science-ipython-notebooks,"7,720","26,447","1,620","Feb 11, 2019, 7:51 PM GMT+9",donnemartin,https://github.com/donnemartin/data-science-ipython-notebooks,https://avatars.githubusercontent.com/u/5458997?s=48&v=4
sst,"1,585","19,955",309,"Apr 9, 2024, 10:15 AM GMT+9",sst,https://github.com/sst/sst,https://avatars.githubusercontent.com/u/66570915?s=48&v=4
pulumi,"1,031","19,680",188,"Apr 19, 2024, 3:20 PM GMT+9",pulumi,https://github.com/pulumi/pulumi,https://avatars.githubusercontent.com/u/21992475?s=48&v=4
kubespray,"6,284","15,326",318,"Apr 17, 2024, 11:33 AM GMT+9",kubernetes-sigs,https://github.com/kubernetes-sigs/kubespray,https://avatars.githubusercontent.com/u/36015203?s=48&v=4
sops,807,"15,068",116,"Apr 15, 2024, 2:01 AM GMT+9",getsops,https://github.com/getsops/sops,https://avatars.githubusercontent.com/u/129185620?s=48&v=4
aws-cli,"3,940","14,867",571,"Apr 19, 2024, 3:12 AM GMT+9",aws,https://github.com/aws/aws-cli,https://avatars.githubusercontent.com/u/2232217?s=48&v=4
awesome-kubernetes,"2,252","14,714",468,"Apr 18, 2024, 1:51 PM GMT+9",ramitsurana,https://github.com/ramitsurana/awesome-kubernetes,https://avatars.githubusercontent.com/u/8342133?s=48&v=4
caprover,778,"12,146",144,"Feb 27, 2024, 1:37 PM GMT+9",caprover,https://github.com/caprover/caprover,https://avatars.githubusercontent.com/u/46361891?s=48&v=4
awesome-aws,"1,647","12,139",484,"May 29, 2023, 3:27 AM GMT+9",donnemartin,https://github.com/donnemartin/awesome-aws,https://avatars.githubusercontent.com/u/5458997?s=48&v=4
terraformer,"1,571","11,744",128,"Mar 6, 2024, 8:25 PM GMT+9",GoogleCloudPlatform,https://github.com/GoogleCloudPlatform/terraformer,https://avatars.githubusercontent.com/u/2810941?s=48&v=4
aws-cdk,"3,678","11,137",230,"Apr 19, 2024, 5:27 AM GMT+9",aws,https://github.com/aws/aws-cdk,https://avatars.githubusercontent.com/u/2232217?s=48&v=4
cas,"3,883","10,629",604,"Apr 13, 2024, 7:12 PM GMT+9",apereo,https://github.com/apereo/cas,https://avatars.githubusercontent.com/u/4679233?s=48&v=4
chalice,"1,010","10,291",236,"Feb 23, 2024, 7:38 AM GMT+9",aws,https://github.com/aws/chalice,https://avatars.githubusercontent.com/u/2232217?s=48&v=4
infracost,513,"10,239",69,"Apr 18, 2024, 1:51 AM GMT+9",infracost,https://github.com/infracost/infracost,https://avatars.githubusercontent.com/u/68374653?s=48&v=4
prowler,"1,386","9,518",117,"Apr 19, 2024, 3:35 PM GMT+9",prowler-cloud,https://github.com/prowler-cloud/prowler,https://avatars.githubusercontent.com/u/97106991?s=48&v=4
amazon-sagemaker-examples,"6,588","9,491",267,"Apr 17, 2024, 11:02 PM GMT+9",aws,https://github.com/aws/amazon-sagemaker-examples,https://avatars.githubusercontent.com/u/2232217?s=48&v=4
