title,fork,stars,watch,recent_time,writer,url
the-art-of-command-line,"14,278","148,501","2,836","Jul 13, 2023, 6:40 AM GMT+9",jlevy,https://github.com/jlevy/the-art-of-command-line
the-book-of-secret-knowledge,"8,767","128,873","2,349","Jan 17, 2024, 3:51 AM GMT+9",trimstray,https://github.com/trimstray/the-book-of-secret-knowledge
node,"27,822","103,609","2,914","Apr 18, 2024, 10:09 PM GMT+9",nodejs,https://github.com/nodejs/node
netdata,"5,715","68,054","1,355","Apr 18, 2024, 7:32 PM GMT+9",netdata,https://github.com/netdata/netdata
devops-exercises,"13,862","63,282","1,180","Feb 2, 2024, 10:29 PM GMT+9",bregman-arie,https://github.com/bregman-arie/devops-exercises
rustdesk,"6,807","62,529",438,"Apr 18, 2024, 6:32 PM GMT+9",rustdesk,https://github.com/rustdesk/rustdesk
atom,"17,378","59,969","2,635","Jun 14, 2019, 6:31 AM GMT+9",atom,https://github.com/atom/atom
Ventoy,"3,833","57,641",637,"Apr 7, 2024, 12:53 AM GMT+9",ventoy,https://github.com/ventoy/Ventoy
alacritty,"2,914","52,600",451,"Mar 31, 2024, 10:57 AM GMT+9",alacritty,https://github.com/alacritty/alacritty
sherlock,"6,150","51,139","1,080","Mar 16, 2024, 2:50 AM GMT+9",sherlock-project,https://github.com/sherlock-project/sherlock
tldr,"3,961","48,293",367,"Apr 18, 2024, 10:36 PM GMT+9",tldr-pages,https://github.com/tldr-pages/tldr
ChatGPT,"5,386","46,825",392,"Mar 11, 2024, 8:13 PM GMT+9",lencx,https://github.com/lencx/ChatGPT
mkcert,"2,339","45,619",470,"Apr 18, 2024, 5:53 PM GMT+9",FiloSottile,https://github.com/FiloSottile/mkcert
marktext,"3,336","44,589",414,"Mar 19, 2024, 10:14 PM GMT+9",marktext,https://github.com/marktext/marktext
PowerShell,"7,015","43,269","1,421","Apr 17, 2024, 6:58 AM GMT+9",PowerShell,https://github.com/PowerShell/PowerShell
Motrix,"4,382","43,129",481,"Jun 7, 2023, 8:19 PM GMT+9",agalwood,https://github.com/agalwood/Motrix
hackingtool,"4,675","42,664","1,190","Oct 24, 2023, 4:36 PM GMT+9",Z4nzu,https://github.com/Z4nzu/hackingtool
hyper,"3,452","42,624",481,"Apr 18, 2024, 1:38 PM GMT+9",vercel,https://github.com/vercel/hyper
edex-ui,"2,465","39,810","1,486","Oct 20, 2021, 7:38 AM GMT+9",GitSquared,https://github.com/GitSquared/edex-ui
nativefier,"2,164","34,622",441,"Sep 29, 2023, 10:45 PM GMT+9",nativefier,https://github.com/nativefier/nativefier
