title,fork,stars,watch,recent_time,writer,url
awesome-ios,"6,783","45,681","1,820","Apr 6, 2024, 6:12 AM GMT+9",vsouza,https://github.com/vsouza/awesome-ios
open-source-ios-apps,"5,302","39,993","1,444","Apr 17, 2024, 10:30 PM GMT+9",dkhamsing,https://github.com/dkhamsing/open-source-ios-apps
open-source-mac-os-apps,"2,256","39,394",971,"Nov 3, 2023, 8:46 AM GMT+9",serhii-londar,https://github.com/serhii-londar/open-source-mac-os-apps
SDWebImage,"5,943","24,904",794,"Mar 26, 2024, 6:22 PM GMT+9",SDWebImage,https://github.com/SDWebImage/SDWebImage
NativeScript,"1,639","23,635",656,"Apr 17, 2024, 3:30 AM GMT+9",NativeScript,https://github.com/NativeScript/NativeScript
IQKeyboardManager,"2,386","16,322",358,"Apr 3, 2024, 2:31 PM GMT+9",hackiftekhar,https://github.com/hackiftekhar/IQKeyboardManager
realm-swift,"2,130","16,121",378,"Apr 18, 2024, 7:19 AM GMT+9",realm,https://github.com/realm/realm-swift
OpenEmu,"1,233","15,742",422,"Mar 12, 2024, 6:27 AM GMT+9",OpenEmu,https://github.com/OpenEmu/OpenEmu
BackgroundMusic,655,"15,057",149,"Mar 7, 2024, 6:42 AM GMT+9",kyleneideck,https://github.com/kyleneideck/BackgroundMusic
infer,"1,998","14,691",605,"Mar 25, 2024, 8:12 PM GMT+9",facebook,https://github.com/facebook/infer
CocoaPods,"2,610","14,421",553,"Apr 17, 2024, 7:50 AM GMT+9",CocoaPods,https://github.com/CocoaPods/CocoaPods
MJRefresh,"3,548","13,766",445,"Mar 26, 2024, 11:45 AM GMT+9",CoderMJLee,https://github.com/CoderMJLee/MJRefresh
CocoaLumberjack,"2,259","13,116",382,"Apr 17, 2024, 12:42 AM GMT+9",CocoaLumberjack,https://github.com/CocoaLumberjack/CocoaLumberjack
IGListKit,"1,534","12,783",340,"Mar 19, 2024, 8:41 PM GMT+9",Instagram,https://github.com/Instagram/IGListKit
Halfrost-Field,"1,852","12,695",476,"Dec 29, 2023, 5:58 AM GMT+9",halfrost,https://github.com/halfrost/Halfrost-Field
SVProgressHUD,"2,634","12,414",327,"Apr 5, 2024, 5:40 AM GMT+9",SVProgressHUD,https://github.com/SVProgressHUD/SVProgressHUD
TimLiu-iOS,"3,791","11,606",678,"Mar 30, 2024, 4:27 PM GMT+9",Tim9Liu9,https://github.com/Tim9Liu9/TimLiu-iOS
quicktype,"1,007","11,466",90,"Apr 17, 2024, 9:45 AM GMT+9",glideapps,https://github.com/glideapps/quicktype
hammerspoon,568,"11,459",117,"Dec 24, 2023, 8:32 PM GMT+9",Hammerspoon,https://github.com/Hammerspoon/hammerspoon
Mantle,"1,487","11,331",396,"Jun 24, 2022, 11:01 PM GMT+9",Mantle,https://github.com/Mantle/Mantle
